SectionID,ProcessedHeading,ProcessedContent,What,Why,How,When,Who,References,Contribution,Other
1071,system prerequisites,default tile serving gdal abstr_number abstr_number abstr_number mapnik abstr_number abstr_number abstr_number python mapnik abstr_number abstr_number,0,0,1,0,0,0,0,0
1072,clone repo,abstr_code_section,0,0,1,0,0,0,0,0
1073,make virtualenv install jupyter notebook install geonotebook,abstr_code_section serverextension nbextension commands accept flags configure extensions installed see jupyter serverextension help information,0,0,1,0,0,0,0,0
1074,numpy must fully installed rasterio,,0,0,1,0,0,0,0,0
1075,enable notebook server extensions,,0,0,1,0,0,0,0,0
1076,installing geonotebook development,developing geonotebook,0,0,1,0,0,0,0,0
1077,install geonotebook python package editable,,0,0,1,0,0,0,0,0
1078,install notebook extension symlink,,0,0,1,0,0,0,0,0
1079,enable extension,,0,0,1,0,0,0,0,0
1080,start javascript builder,,0,0,1,0,0,0,0,0
1081,run notebook,abstr_code_section,0,0,1,0,0,0,0,0
1082,configure notebook,geonotebook relies configuration several options system merge configuration files following precedence etc geonotebook ini usr etc geonotebook ini usr local etc geonotebook ini sys prefix etc geonotebook ini home user virtual_environments geonotebook etc geonotebook inig geonotebook ini getcwd geonotebook ini path specified geonotebook_ini environment variable default configuration installed sys prefix etc geonotebook ini,0,0,1,0,0,0,0,0
1083,run tests,abstr_code_section,0,0,1,0,0,0,0,0
1084,source root,,0,0,1,0,0,0,0,0
1085,optionally run tests python abstr_number abstr_number,,0,0,1,0,0,0,0,0
1086,tox abstr_number,,0,0,1,0,0,0,0,0
1087,docker container,system requirements running notebook sometimes prove burdensome install ease issues included docker container run notebook inside containerized process,0,0,0,0,0,1,0,0
1088,vagrant machine,additionally vagrantfile standing instance geonotebook within virtual machine,0,0,0,0,0,1,0,0
1089,tile server,default geonotebook provides tile server based abstr_hyperlink abstr_hyperlink jupyter notebook server extension assuming system pre requisites available need configured alternately geonotebook may configured use pre existing abstr_hyperlink serving tiles built geoserver implementation available virtual machine devops geoserver,0,0,1,0,0,0,0,0
1090,use geoserver tile serving,first provision geoserver abstr_code_section second change vis_server configuration geoserver default section configuration include geoserver section pertinent configuration abstr_code_section,0,0,1,0,0,0,0,0
1091,arp spoofing,python script perform arp spoofing network python script allows perform arp spoofing,1,0,0,0,0,0,0,0
1092,requirements,attack performed,0,0,1,0,0,0,0,0
1093,requirement details,python comes installed ubuntu default get scapy ubuntu software center abstr_image also get nmap ubuntu software center abstr_image wireshark also available ubuntu software center,0,0,1,0,0,0,0,0
1094,installation,download python script running following command terminal abstr_code_section,0,0,1,0,0,0,0,0
1095,setting forwarding,using script perform man middle attack means use get data another device connected network first step turn forwarding step required connection victim device get interrupted turn forwarding,0,0,1,0,0,0,0,0
1096,gathering mac addresses,according connected address abstr_number abstr_number abstr_number abstr_number route abstr_number abstr_number abstr_number abstr_number things get bit tricky need bit technical knowledge ips work wont going full details,0,0,1,0,0,0,0,0
1097,performing attack,gotten address mac address victim,0,0,1,0,0,0,0,0
1098,extra,video performing steps,0,0,0,0,0,1,0,0
1099,credits,script made www arppoisoning com however,0,0,0,0,1,0,0,0
1100,ionic native,abstr_hyperlink abstr_hyperlink abstr_hyperlink abstr_hyperlink abstr_hyperlink ionic native curated set wrappers cordova plugins make adding native functionality need abstr_hyperlink,1,0,0,0,0,0,0,0
1101,documentation,full ionic native documentation,0,0,0,0,0,1,0,0
1102,promises observables,ionic native wraps plugin callbacks promise abstr_hyperlink,0,0,0,0,0,1,0,0
1103,angular abstr_number,ionic native works stand abstr_hyperlink many cases,0,0,1,0,0,0,0,0
1104,runtime diagnostics,spent way long diagnosing issue realize plugin firing installed ionic native lets know issue resolve abstr_image,0,0,1,0,0,0,0,0
1105,installation,run following commmand install ionic native project abstr_code_section,0,0,1,0,0,0,0,0
1106,plugin missing,let know submit take look abstr_hyperlink contribute heart,0,0,0,0,0,0,1,0
1107,credits,ibrahim hadeed abstr_hyperlink tim lancina abstr_hyperlink max lynch abstr_hyperlink rob wormald abstr_hyperlink,0,0,0,0,1,0,0,0
1108,shadowsocks windows,abstr_hyperlink,1,0,0,0,0,0,0,0
1109,features,abstr_number system proxy configuration abstr_number pac mode global mode abstr_number gfwlist user rules abstr_number supports http proxy abstr_number supports server auto switching abstr_number supports udp relay see usage,1,0,0,0,0,0,0,0
1110,download,download latest release,0,0,1,0,0,0,0,0
1111,basic,abstr_number find shadowsocks icon notification tray abstr_number add multiple servers servers menu abstr_number select enable system proxy menu enable system proxy please disable proxy addons browser,0,0,1,0,0,0,0,0
1112,pac,abstr_number change pac rules editing pac file save pac file editor,0,0,1,0,0,0,0,0
1113,server auto switching,abstr_number load balance choosing server randomly abstr_number high availability choosing best server low latency packet loss abstr_number choose total package loss ping choose please also enable availability statistics menu want use abstr_number write strategy implement istrategy interface send pull request,0,0,1,0,0,0,0,0
1114,udp,udp,0,0,1,0,0,0,0,0
1115,multiple instances,want manage multiple servers using tools like switchyomega,0,0,1,0,0,0,0,0
1116,global hotkeys,hotkeys registered automatically register hotkeys restarting shadowsocks using multiple instances shadowsocks,0,0,1,0,0,0,0,0
1117,input,abstr_number put focus corresponding textbox abstr_number press key combination want use abstr_number release keys think ready abstr_number input appears textbox,0,0,1,0,0,0,0,0
1118,change,abstr_number put focus corresponding textbox abstr_number press backspace key clear content abstr_number input new key combination,0,0,1,0,0,0,0,0
1119,deactivate,abstr_number clear content textbox want deactivate,0,0,1,0,0,0,0,0
1120,meaning label color,green key combination occupied programs register successfully yellow key combination occupied programs change another one transparent without color initial status,0,0,1,0,0,0,0,0
1121,server configuration,please visit servers information,0,0,1,0,0,1,0,0
1122,develop,visual studio abstr_number net framework abstr_number abstr_number abstr_number developer pack required,0,0,1,0,0,0,0,0
1123,license,gplv abstr_number,0,0,0,0,1,0,0,0
1124,iio oscilloscope,iio oscilloscope gtk application,1,0,0,0,1,1,0,0
1125,viberr,abstr_image viberr application let upload,1,0,0,0,0,0,0,0
1126,work,get started,0,0,1,0,0,0,0,0
1127,adding songs,album created able add upload songs currently supported file types wav,0,0,1,0,0,0,0,0
1128,songs,songs added album able play,0,0,1,0,0,0,0,0
1129,searching,also search music using search feature top every page relevant albums appear top results page,0,0,1,0,0,0,0,0
1130,blackjack,simple blackjack server websockets leverages simple text oriented messaging protocol stomp need create client order interface blackjack server server written using java abstr_number,1,0,1,0,0,0,0,0
1131,purpose,server written entrance exercise potential intern candidates test critical thinking,1,0,0,0,0,0,0,0
1132,blackjack resources strategy,note link may work refer page abstr_hyperlink unfamiliar blackjack,0,0,0,0,0,1,0,0
1133,requirements,git could course download source code directly want time download git git installed,0,0,1,0,0,0,0,0
1134,blackjack client code,changing code server instead,0,0,1,0,0,1,0,0
1135,quick dirty server startup,plan running locally,0,0,1,0,0,0,0,0
1136,rules,current rules enforced blackjack server two deck blackjack blackjack pays abstr_number abstr_number support abstr_number players cut card abstr_number penetration players start abstr_number chips lose money,0,0,1,0,0,0,0,0
1137,subscriptions,websockets allow two way communication server clients message received server clients,0,0,1,0,0,0,0,0
1138,api reference,,0,0,1,0,0,0,0,0
1139,register,,0,0,1,0,0,0,0,0
1140,attempts register player current game,,0,0,1,0,0,0,0,0
1141,expects,abstr_code_section register game choose wisely able change,0,0,0,0,0,1,0,0
1142,returns,abstr_code_section important field return object playerid secret key given guard life make sure store somewhere never able play hand active field always set longer enough chips play another hand admin sets manually client behaving normally,0,0,0,0,0,1,0,0
1143,unregister,,0,0,1,0,0,0,0,0
1144,attempts unregister player current game,,0,0,0,0,0,1,0,0
1145,expects,abstr_code_section,0,0,0,0,0,1,0,0
1146,bet,,0,0,1,0,0,0,0,0
1147,attempts place bet next hand player,,0,0,0,0,0,1,0,0
1148,expects,abstr_code_section use player given betamount amount want place next hand,0,0,0,0,0,1,0,0
1149,action,,0,0,1,0,0,0,0,0
1150,attempts send action executed given hand,,0,0,0,0,0,1,0,0
1151,expects,abstr_code_section action enum tells server action want perform given hand possible actions include hit,0,0,0,0,0,1,0,0
1152,returns,abstr_code_section see lot going return object self explanatory,0,0,0,0,0,1,0,0
1153,error messages,may instances client send invalid message server,0,0,1,0,0,0,0,0
1154,trebek,perusing source code blackjack server,0,0,0,0,0,1,0,0
1155,final thoughts,depending time end exercise,0,0,0,0,0,1,0,0
1156,fun,,0,0,0,0,0,0,0,1
1157,scalable survivable strongly consistent sql database,abstr_image abstr_hyperlink abstr_hyperlink abstr_image abstr_hyperlink cockroachdb docs quickstart client drivers deployment get touch contributing tech talks design,1,0,0,0,0,0,0,0
1158,cockroachdb,cockroachdb distributed sql database built transactional strongly consistent key value store scales horizontally survives disk,1,0,0,0,0,1,0,0
1159,status,cockroachdb currently beta see abstr_hyperlink abstr_hyperlink list features planned development,0,0,0,1,0,0,0,0
1160,docs,guidance installation,0,0,0,0,0,1,0,0
1161,quickstart,abstr_number abstr_hyperlink abstr_number abstr_hyperlink three nodes listening different ports abstr_code_section abstr_number abstr_hyperlink interactive shell abstr_code_section abstr_number run abstr_hyperlink abstr_code_section abstr_number checkout admin pointing browser http localhost abstr_number abstr_number cockroachdb makes easy abstr_hyperlink,0,0,1,0,0,0,0,0
1162,client drivers,cockroachdb supports postgresql wire protocol,0,0,1,0,0,1,0,0
1163,deployment,abstr_hyperlink steps deploy cockroachdb cluster manually multiple machines abstr_hyperlink configuration files instructions deploying insecure development test cluster gce aws using abstr_hyperlink,0,0,1,0,0,0,0,0
1164,get touch,,0,0,0,0,0,1,0,0
1165,report bug,filing bugs,0,0,0,0,0,1,0,0
1166,need help,abstr_hyperlink ask questions,0,0,0,0,0,1,0,0
1167,contributing,open source project welcome contributions abstr_number see abstr_hyperlink get local environment set abstr_number take look abstr_hyperlink,0,0,0,0,0,0,1,0
1168,tech talks,recordings slides talks given cockroachdb founders engineers,0,0,0,0,0,1,0,0
1169,design,overview depth discussion design architecture,0,0,0,0,0,1,0,0
1170,overview,cockroachdb distributed sql database built top transactional consistent key value store primary design goals support acid transactions,1,0,0,0,0,1,0,0
1171,sql nosql newsql capabilities,abstr_image,1,0,0,0,0,0,0,0
1172,blank html app designer template building packaged mobile web apps,copyright abstr_number abstr_number,1,0,1,0,1,0,0,0
1173,jekyll,march,1,0,0,0,0,0,0,0
1174,quick start,,0,0,1,0,0,0,0,0
1175,step abstr_number fork jekyll user repository,fork repo,0,0,1,0,0,0,0,0
1176,step abstr_number customize view site,enter site,0,0,1,0,0,0,0,0
1177,step abstr_number publish first blog post,edit abstr_number abstr_number abstr_number hello world publish first blog post abstr_hyperlink might come handy abstr_image add additional posts browser github com hit icon create new content make sure include abstr_hyperlink block top new blog post make sure post filename format year month day title,0,0,1,0,0,0,0,0
1178,local development,abstr_number install jekyll plug ins one fell swoop gem install github pages mirrors plug ins used github pages local machine including jekyll,0,0,1,0,0,0,0,0
1179,moar,created detailed walkthrough,0,0,0,0,0,1,0,0
1180,jekyll features,command line free first workflow_,1,0,0,0,0,0,0,0
1181,questions,abstr_hyperlink let chat,0,0,0,0,1,1,0,0
1182,forkable themes,use abstr_hyperlink workflow themes set forked favorites abstr_hyperlink mdo abstr_hyperlink mdo abstr_hyperlink tom preston werner abstr_hyperlink zach holman abstr_hyperlink michael rose abstr_hyperlink michael rose,0,0,0,0,0,1,0,0
1183,credits,abstr_hyperlink thanks creators,0,0,0,0,1,0,0,0
1184,contributing,issues pull requests greatly appreciated never contributed open source project happy walk create pull request start abstr_hyperlink describing problem looking resolve want keep jekyll minimal possible every line code one useful abstr_number people using please bear mind submitting feature requests something people use,0,0,0,0,0,0,1,0
1185,quickgraph android,android webview wrapper quickgrapher web app implements local copy code,1,0,0,1,0,1,0,0
1186,,community playlist app allows users share manage music playlist together group setting,1,0,0,0,0,0,0,0
1187,team,product owner harun davood scrum master joan xie,0,0,0,0,1,0,0,0
1188,table contents,abstr_number usage usage abstr_number requirements requirements abstr_number development development abstr_number installing dependencies installing dependencies abstr_number tasks tasks abstr_number team team abstr_number contributing contributing,0,0,0,0,0,1,0,0
1189,usage,work properly,0,0,1,0,0,0,0,0
1190,requirements,npm modules bower abstr_number abstr_number abstr_number,0,0,1,0,0,0,0,0
1191,development,file structure view sublime raw see formatted structure bower json bower components installed client www lib client config xml ionic config file ionic project ionic scss ionic app scss ionic www css style css main css file custom styles img icon abstr_number png main logo icon png alternative logo ionic png ionic logo logoq png large main logo notavailable gif image unavailable soundcloud image notavailable jpg image unavailable soundcloud image notavailable png image unavailable soundcloud image playing gif index html main index file angular soundmanager abstr_number soundplayer socket config app font end main controllers services lib angular soundmanager abstr_number dist angular soundmanager abstr_number original untouched templates landingpage html landing page playlist html playlist index editorconfig gitattributes gitignore jshintrc package json release procfile server dbconfig usercontroller usermodel readme txt routes server routing server main server test html used guide travis yml,0,0,1,0,0,0,0,0
1192,installing dependencies,within root directory sudo npm install bower npm install bower install run bower install,0,0,1,0,0,0,0,0
1193,roadmap,view project roadmap www github com mightychondria issues,0,0,0,1,0,0,0,0
1194,contributing,see contributing contribution guidelines,0,0,0,0,0,0,1,0
1195,jekyll bootstrap,quickest way start publish jekyll powered blog abstr_number compatible github pages,1,0,0,0,0,0,0,0
1196,usage,usage documentation please see abstr_hyperlink,0,0,1,0,0,0,0,0
1197,version,abstr_number abstr_number abstr_number stable versioned using abstr_hyperlink note abstr_number abstr_number abstr_number introduces new theme backwards compatible sense like old version however,0,0,0,1,0,0,0,0
1198,contributing,contribute framework please make sure checkout branch based development important allows accept pull request without publish public version release small,0,0,0,0,0,1,1,0
1199,license,abstr_hyperlink,0,0,0,0,1,0,0,0
1200,crash course collections java abstr_number,exercises done main method collectionsexercises class,1,0,0,0,0,0,0,0
1201,lambda expressions,,0,0,1,0,0,0,0,0
1202,example,writing elements given beernames list abstr_code_section,0,0,1,0,0,0,0,0
1203,example,sorting given list aphabet order abstr_code_section,0,0,1,0,0,0,0,0
1204,explanation,functional inrerface interface exaclty one abstract method annotated fuctionalinterface java abstr_number built functional interfaces comparator compare abstract method lambda implementation abstract method functional interface,0,0,1,0,0,0,0,0
1205,example,abstr_code_section,0,0,1,0,0,0,0,0
1206,syntax,general form lambda expression abstr_code_section one expresion,0,0,1,0,0,0,0,0
1207,exercise abstr_number,simplify lambda following code snippet abstr_code_section,0,0,1,0,0,0,0,0
1208,solution,click show lambda simplified follows abstr_code_section abstr_code_section,0,0,1,0,0,0,0,0
1209,example,consider following code snippet abstr_code_section since java abstr_number,0,0,1,0,0,0,0,0
1210,exercise abstr_number,refactor following code java abstr_number level abstr_code_section,0,0,1,0,0,0,0,0
1211,solution,click show replace collections sort list sort replace anonymous class lambda abstr_code_section,0,0,1,0,0,0,0,0
1212,method references,lambda expressions replaced method references method reference following form abstr_code_section,0,0,1,0,0,0,0,0
1213,rule thumb replacing lambda reference method,abstr_code_section examples respectivly abstr_code_section,0,0,1,0,0,0,0,0
1214,lambda form reference method form,,0,0,0,0,0,0,0,1
1215,lambda reference method,,0,0,0,0,0,0,0,1
1216,exercise abstr_number,replace lambda expression method reference abstr_code_section,0,0,1,0,0,0,0,0
1217,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1218,exercise abstr_number,replace lambda expression method reference abstr_code_section,0,0,1,0,0,0,0,0
1219,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1220,exercise abstr_number,replace lambda expressions method references abstr_code_section,0,0,1,0,0,0,0,0
1221,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1222,exercise abstr_number,replace lambda expressions method reference abstr_code_section,0,0,1,0,0,0,0,0
1223,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1224,streams,stream java util stream sequence elements supporting operations two kinds stream operations intermediate returns stream filter terminal returns type foreach operations stream modify source stream stream operations form stream pipelines,0,0,1,0,0,0,0,0
1225,streams filter,,0,0,1,0,0,0,0,0
1226,example,writing beers abstr_number abstr_number alcohol volume abstr_code_section,0,0,1,0,0,0,0,0
1227,explanation,predicate functional interface boolean valued function one argument operation filter takes instance predicate argument reduces stream elements predicate return example predicate lambda getalcoholbyvalue abstr_number abstr_number filter intermediate operation returns stream,0,0,1,0,0,0,0,0
1228,exercise abstr_number,write beers containg cascade hop containg amarillo hop,0,0,1,0,0,0,0,0
1229,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1230,streams map,,0,0,1,0,0,0,0,0
1231,example,writing names beers given list abstr_code_section,0,0,1,0,0,0,0,0
1232,explanation,operation map intermediate operation returns stream takes instance function argument transforms maps element stream another according passed function function functonal interface,0,0,1,0,0,0,0,0
1233,exercise abstr_number,write names beers containg cascade hop,0,0,1,0,0,0,0,0
1234,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1235,streams sorted,elements stream sorted sorted method takes instance comparator argument sorted called whitout argument,0,0,1,0,0,0,0,0
1236,exercise abstr_number,write beers given list ordered bottle volume,0,0,1,0,0,0,0,0
1237,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1238,exercise abstr_number,write names beers alphabetical natural order,0,0,1,0,0,0,0,0
1239,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1240,streams collect,stream elements accumulated collection collect method collect collectors tolist,0,0,1,0,0,0,0,0
1241,exercise abstr_number,create list beer names,0,0,1,0,0,0,0,0
1242,solution,abstr_code_section,0,0,1,0,0,0,0,0
1243,exercise abstr_number,create list beers abstr_number abstr_number alcohol volume,0,0,1,0,0,0,0,0
1244,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1245,example,creating map beers value bottle volume keys abstr_code_section method collectors groupingby used create map groups elements according passed classification function,0,0,1,0,0,0,0,0
1246,exercise abstr_number,create map beer names first letters keys,0,0,1,0,0,0,0,0
1247,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1248,exercise abstr_number summing filter map sorted collect,create sorted list beer names containing cascade hop,0,0,1,0,0,0,0,0
1249,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1250,streams terminating methods,,0,0,1,0,0,0,0,0
1251,example,printing sum bottle volumes beers given list abstr_code_section,0,0,1,0,0,0,0,0
1252,example,printing maximum bottle volume abstr_code_section,0,0,1,0,0,0,0,0
1253,explanation,operation max returns optionalint object class optional along optionalint optionaldouble introduced java abstr_number container contain contain value protects nullpointerexception need write maxvolume null checks,0,0,1,0,0,0,0,0
1254,example,print average bottle volume,0,0,1,0,0,0,0,0
1255,solution,abstr_code_section,0,0,1,0,0,0,0,0
1256,exercise abstr_number,print average alcohol beers containing cascade hop bottles volume bigger abstr_number,0,0,1,0,0,0,0,0
1257,solution,click show abstr_code_section,0,0,1,0,0,0,0,0
1258,references,lambda expressions java tutorials https docs oracle com javase tutorial java javaoo lambdaexpressions html java abstr_number tutorial http winterbe com posts abstr_number abstr_number abstr_number java abstr_number tutorial java abstr_number stream tutorial http winterbe com posts abstr_number abstr_number abstr_number java abstr_number stream tutorial examples,0,0,0,0,0,1,0,0
1259,lcs,abstr_hyperlink problem finding longest subsequence common sequences set sequences often two sequences differs problems finding common substrings unlike substrings,1,0,1,0,0,1,0,0
1260,asynchronous http client android,abstr_hyperlink asynchronous,1,0,0,0,0,0,0,0
1261,changelog,see new version abstr_number abstr_number abstr_number released abstr_number may abstr_number https github com loopj android async http blob abstr_number abstr_number abstr_number changelog,0,0,0,1,0,0,0,0
1262,javadoc,latest javadoc abstr_number abstr_number abstr_number release available also included maven repository http loopj com android async http doc,0,0,0,0,0,1,0,0
1263,features,make asynchronous http requests,1,0,0,0,0,0,0,0
1264,examples,inspiration testing device provided sample application see individual samples abstr_hyperlink run sample application,0,0,1,0,0,1,0,0
1265,maven,integrate library project via maven available two kind builds releases,0,0,1,0,0,0,0,0
1266,documentation features examples,full details documentation found project page http loopj com android async http abstr_hyperlink,0,0,0,0,0,1,0,0
1267,cartoon collections,,1,0,0,0,0,0,0,0
1268,objectives,abstr_number get familiar iterating arrays enumerator methods like collect map,1,0,0,0,0,0,0,0
1269,instructions,four methods complete lab abstr_number roll_call_dwarves abstr_number summon_captain_planet abstr_number long_planeteer_calls abstr_number find_the_cheese,0,0,1,0,0,0,0,0
1270,method abstr_number roll_call_dwarves,abstr_image method accept array dwarf names,0,0,1,0,0,0,0,0
1271,method abstr_number summon_captain_planet,abstr_image method accept array argument planeteer calls look like abstr_code_section capitalize element add exclamation point end return value method array,0,0,1,0,0,0,0,0
1272,error,,0,0,0,0,0,0,0,1
1273,method abstr_number long_planeteer_calls,long_planeteer_calls method accept array calls method tell calls longer four characters example abstr_code_section notice return value method either,0,0,1,0,0,1,0,0
1274,error,,0,0,0,0,0,0,0,1
1275,error,,0,0,0,0,0,0,0,1
1276,method abstr_number find_the_cheese,abstr_image find_the_cheese method accept array strings look strings find return first string type cheese types cheese appear cheddar,0,0,1,0,0,0,0,0
1277,error,,0,0,0,0,0,0,0,1
1278,error,,0,0,0,0,0,0,0,1
1279,error,,0,0,0,0,0,0,0,1
1280,resources,abstr_hyperlink abstr_hyperlink abstr_hyperlink,0,0,0,0,0,1,0,0
1281,fluentd,abstr_hyperlink install,1,0,0,0,0,0,0,0
1282,module description,installs agent package generates configuration file agent conf generates custom configuration files saves config manages agent service installs fluentd gem plugins,1,0,0,0,0,0,0,0
1283,usage,,0,0,1,0,0,0,0,0
1284,routing events elasticsearch,abstr_code_section,0,0,1,0,0,0,0,0
1285,forwarding events fluentd aggregator,abstr_code_section,0,0,1,0,0,0,0,0
1286,config file naming,configs employ numbering system resource title used ordering titling config,0,0,1,0,0,0,0,0
1287,reference,,0,0,0,0,0,1,0,0
1288,classes,,0,0,0,0,0,1,0,0
1289,public classes,fluentd main class,0,0,0,0,0,1,0,0
1290,private classes,fluentd install handles packages fluentd service handles service,0,0,0,0,0,1,0,0
1291,parameters,following parameters available fluentd class,0,0,0,0,0,1,0,0
1292,repo_install,default value,0,0,0,0,0,1,0,0
1293,repo_name,default value treasuredata,0,0,0,0,0,1,0,0
1294,repo_desc,default value treasuredata,0,0,0,0,0,1,0,0
1295,repo_url,default value http packages treasuredata com abstr_number redhat releasever basearch,0,0,0,0,0,1,0,0
1296,repo_enabled,default value,0,0,0,0,0,1,0,0
1297,repo_gpgcheck,default value,0,0,0,0,0,1,0,0
1298,repo_gpgkey,default value https packages treasuredata com gpg key agent,0,0,0,0,0,1,0,0
1299,repo_gpgkeyid,default value abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number,0,0,0,0,0,1,0,0
1300,package_name,default value agent,0,0,0,0,0,1,0,0
1301,package_ensure,default value present,0,0,0,0,0,1,0,0
1302,service_name,default value agent,0,0,0,0,0,1,0,0
1303,service_ensure,default value running,0,0,0,0,0,1,0,0
1304,service_enable,default value,0,0,0,0,0,1,0,0
1305,service_manage,default value,0,0,0,0,0,1,0,0
1306,config_file,default value etc agent agent conf,0,0,0,0,0,1,0,0
1307,public defines,fluentd config generates custom configuration files fluentd plugin installs plugins following parameters available fluentd plugin defined type,0,0,0,0,0,1,0,0
1308,title,plugin,0,0,0,0,0,1,0,0
1309,plugin_ensure,default value present,0,0,0,0,0,1,0,0
1310,plugin_source,default value https rubygems org following parameters available fluentd config defined type,0,0,0,0,0,1,0,0
1311,title,config filename,0,0,0,0,0,1,0,0
1312,config,config hash,0,0,0,0,0,1,0,0
1313,limitations,tested centos abstr_number,0,0,1,0,0,0,0,0
1314,development,bug reports pull requests welcome,0,0,0,0,0,1,0,0
1315,running tests,bundle install bundle exec rake lint bundle exec rake metadata bundle exec rake spec bundle exec rake beaker beaker_set centos abstr_number abstr_number bundle exec rake beaker beaker_set debian abstr_number amd abstr_number bundle exec rake beaker beaker_set ubuntu server abstr_number abstr_number relevant beaker docs https github com puppetlabs beaker blob master docs write beaker test module,0,0,1,0,0,0,0,0
1316,todo,remove rubygems package dependency,0,0,0,1,0,0,0,0
1317,license,copyright abstr_number spb licensed apache license,0,0,0,0,1,0,0,0
1318,frontend nanodegree tom feedreader instructions,,1,0,0,0,0,0,0,0
1319,loading tom feedreader,feedreader code designed provided udacity code uses jasmin tools performing unit testing code updates created found file feedreader feedreader currently designed run local local workstation load feedreader simply double click index html file released install package,1,0,1,0,0,0,0,0
1320,project overview provided udacity,project given web based application reads rss feeds original developer application clearly saw value testing,1,0,0,0,0,0,0,0
1321,project,testing important part development process many organizations practice standard development known test driven development developers write tests first,1,0,0,0,0,0,0,0
1322,learn,learn use jasmine write number tests pre existing application test underlying business logic application well event handling dom manipulation,1,0,0,0,0,0,0,0
1323,help career,writing effective tests requires analyzing multiple aspects application including html,1,0,0,0,0,0,0,0
1324,complete project,abstr_number download abstr_hyperlink abstr_number review functionality application within browser abstr_number explore application html index html_,0,0,1,0,0,0,0,0
1325,docker vault,abstr_hyperlink dockerized image abstr_hyperlink vault tool securely access api keys,1,0,0,0,0,0,0,0
1326,run docker hub,pre built image available abstr_hyperlink run follows docker run cgswong vault latest default container run command showing version simply run regular vault commands normal use image,0,0,1,0,0,0,0,0
1327,notes,,0,0,1,0,0,0,0,0
1328,default binding,vault binds abstr_number abstr_number abstr_number abstr_number default,0,0,1,0,0,0,0,0
1329,development server,running development server,0,0,1,0,0,0,0,0
1330,build source,abstr_number make sure abstr_hyperlink installed abstr_number clone vault_ abstr_hyperlink abstr_code_section abstr_number build docker image change version appropriate version,0,0,1,0,0,0,0,0
1331,user feedback,,0,0,0,0,1,1,0,0
1332,issues,problems questions image,0,0,0,0,0,1,0,0
1333,contributing,invited contribute new features,0,0,0,0,0,0,1,0
1334,lost,abstr_hyperlink location open source tracker android,1,0,0,0,0,0,0,0
1335,usage,lost drop replacement google play services abstr_hyperlink makes calls directly abstr_hyperlink project seeks provide open source alternative abstr_hyperlink depends android sdk operations supported time include getting last known location registering location updates connecting lost api client using lost,0,0,1,0,0,0,0,0
1336,install,download jar download abstr_hyperlink maven include dependency using maven abstr_code_section gradle include dependency using gradle abstr_code_section,0,0,1,0,0,0,0,0
1337,roaringbitmap abstr_hyperlink,bitsets,1,0,0,0,1,1,0,0
1338,api docs,http lemire docs roaringbitmap,0,0,0,0,0,1,0,0
1339,scientific documentation,samy chambi,0,0,0,0,0,1,0,0
1340,code sample,import org roaringbitmap roaringbitmap roaringbitmap bitmapof abstr_number,0,0,1,0,0,0,0,0
1341,working memory mapped bitmaps,want bitmaps lie memory mapped files,0,0,1,0,0,0,0,0
1342,download,download releases maven repository http central maven org maven abstr_number org roaringbitmap roaringbitmap github https github com lemire roaringbitmap releases,0,0,1,0,0,0,0,0
1343,maven repository,project depends roaring,0,0,1,0,0,0,0,0
1344,usage,get java get maven abstr_number mvn compile compile mvn test run unit tests mvn package package jar found target,0,0,1,0,0,0,0,0
1345,benchmark,run jmh benchmarks,0,0,1,0,0,0,0,0
1346,funding,work supported nserc grant number abstr_number,0,0,0,0,1,0,0,0
1347,nodejs google spreadsheets data api,simple node library read data google spreadsheet,1,0,0,0,0,0,0,0
1348,basic example,var googlespreadsheets require google spreadsheets googlespreadsheets key spreadsheet key,0,0,1,0,0,0,0,0
1349,api,module exports function opts,0,0,1,0,0,1,0,0
1350,note authentication,google spreadsheets data api reference developers guide little ambiguous access published public spreadsheet wish work google spreadsheet without authenticating,0,0,1,0,0,1,0,0
1351,authentication example using googleclientlogin,var googleauth new googleclientlogin email email,0,0,1,0,0,0,0,0
1352,todo,publish npm lol write tests,0,0,0,1,0,0,0,0
1353,possibilities library,edit functionality sorting filtering row listing filtering cell listing,0,0,0,0,0,1,0,0
1354,links,http code google com apis spreadsheets https github com ajnasz googleclientlogin,0,0,0,0,0,1,0,0
1355,normface,normface abstr_number hypersphere embedding face verification https arxiv org abs abstr_number abstr_number baseline model original accuracy finetune using normalization abstr_hyperlink abstr_number abstr_number abstr_number abstr_number abstr_hyperlink abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_hyperlink applying mirror face trick,1,0,0,0,0,1,0,0
